filename,bucket,damage,backend,exit,err_class,stderr_head
fuzz_00260_valid.t27,valid,ok,zig,0,ok,
fuzz_00260_valid.t27,valid,ok,c,0,ok,
fuzz_00261_valid.t27,valid,ok,rust,0,ok,
fuzz_00261_valid.t27,valid,ok,zig,0,ok,
fuzz_00261_valid.t27,valid,ok,c,0,ok,
fuzz_00262_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00262_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00262_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00263_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00263_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00263_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00264_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00264_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00264_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00265_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 22:1"
fuzz_00265_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 22:1"
fuzz_00265_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 22:1"
fuzz_00266_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 25:1"
fuzz_00266_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 25:1"
fuzz_00266_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 25:1"
fuzz_00267_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00267_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00267_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00268_valid.t27,valid,ok,rust,0,ok,
fuzz_00268_valid.t27,valid,ok,zig,0,ok,
fuzz_00268_valid.t27,valid,ok,c,0,ok,
fuzz_00269_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00269_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00269_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00270_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00270_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00270_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00271_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00271_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00271_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00272_valid.t27,valid,ok,rust,0,ok,
fuzz_00272_valid.t27,valid,ok,zig,0,ok,
fuzz_00272_valid.t27,valid,ok,c,0,ok,
fuzz_00273_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00273_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00273_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00274_valid.t27,valid,ok,rust,0,ok,
fuzz_00274_valid.t27,valid,ok,zig,0,ok,
fuzz_00274_valid.t27,valid,ok,c,0,ok,
fuzz_00275_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00275_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00275_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00276_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00276_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00276_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00277_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00277_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00277_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00278_valid.t27,valid,ok,rust,0,ok,
fuzz_00278_valid.t27,valid,ok,zig,0,ok,
fuzz_00278_valid.t27,valid,ok,c,0,ok,
fuzz_00279_valid.t27,valid,ok,rust,0,ok,
fuzz_00279_valid.t27,valid,ok,zig,0,ok,
fuzz_00279_valid.t27,valid,ok,c,0,ok,
fuzz_00280_valid.t27,valid,ok,rust,0,ok,
fuzz_00280_valid.t27,valid,ok,zig,0,ok,
fuzz_00280_valid.t27,valid,ok,c,0,ok,
fuzz_00281_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00281_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00281_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00282_valid.t27,valid,ok,rust,0,ok,
fuzz_00282_valid.t27,valid,ok,zig,0,ok,
fuzz_00282_valid.t27,valid,ok,c,0,ok,
fuzz_00283_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00283_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00283_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00284_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00284_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00284_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00285_valid.t27,valid,ok,rust,0,ok,
fuzz_00285_valid.t27,valid,ok,zig,0,ok,
fuzz_00285_valid.t27,valid,ok,c,0,ok,
fuzz_00286_semi-valid.t27,semi-valid,arity-inflate,rust,0,ok,
fuzz_00286_semi-valid.t27,semi-valid,arity-inflate,zig,0,ok,
fuzz_00286_semi-valid.t27,semi-valid,arity-inflate,c,0,ok,
fuzz_00287_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 18:1"
fuzz_00287_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 18:1"
fuzz_00287_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 18:1"
fuzz_00288_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 25:1"
fuzz_00288_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 25:1"
fuzz_00288_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 25:1"
fuzz_00289_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 12:1"
fuzz_00289_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 12:1"
fuzz_00289_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 12:1"
fuzz_00290_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00290_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00290_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00291_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00291_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00291_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00292_valid.t27,valid,ok,rust,0,ok,
fuzz_00292_valid.t27,valid,ok,zig,0,ok,
fuzz_00292_valid.t27,valid,ok,c,0,ok,
fuzz_00293_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00293_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00293_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00294_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00294_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00294_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00295_valid.t27,valid,ok,rust,0,ok,
fuzz_00295_valid.t27,valid,ok,zig,0,ok,
fuzz_00295_valid.t27,valid,ok,c,0,ok,
fuzz_00296_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00296_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00296_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00297_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 20:1"
fuzz_00297_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 20:1"
fuzz_00297_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 20:1"
fuzz_00298_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 10:1"
fuzz_00298_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 10:1"
fuzz_00298_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 10:1"
fuzz_00299_semi-valid.t27,semi-valid,arity-swap/no-op,rust,0,ok,
fuzz_00299_semi-valid.t27,semi-valid,arity-swap/no-op,zig,0,ok,
fuzz_00299_semi-valid.t27,semi-valid,arity-swap/no-op,c,0,ok,
fuzz_00300_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00300_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00300_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00301_valid.t27,valid,ok,rust,0,ok,
fuzz_00301_valid.t27,valid,ok,zig,0,ok,
fuzz_00301_valid.t27,valid,ok,c,0,ok,
fuzz_00302_valid.t27,valid,ok,rust,0,ok,
fuzz_00302_valid.t27,valid,ok,zig,0,ok,
fuzz_00302_valid.t27,valid,ok,c,0,ok,
fuzz_00303_valid.t27,valid,ok,rust,0,ok,
fuzz_00303_valid.t27,valid,ok,zig,0,ok,
fuzz_00303_valid.t27,valid,ok,c,0,ok,
fuzz_00304_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00304_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00304_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00305_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00305_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00305_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00306_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00306_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00306_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00307_semi-valid.t27,semi-valid,arity-inflate,rust,0,ok,
fuzz_00307_semi-valid.t27,semi-valid,arity-inflate,zig,0,ok,
fuzz_00307_semi-valid.t27,semi-valid,arity-inflate,c,0,ok,
fuzz_00308_semi-valid.t27,semi-valid,arity-swap/no-op,rust,0,ok,
fuzz_00308_semi-valid.t27,semi-valid,arity-swap/no-op,zig,0,ok,
fuzz_00308_semi-valid.t27,semi-valid,arity-swap/no-op,c,0,ok,
fuzz_00309_valid.t27,valid,ok,rust,0,ok,
fuzz_00309_valid.t27,valid,ok,zig,0,ok,
fuzz_00309_valid.t27,valid,ok,c,0,ok,
fuzz_00310_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00310_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00310_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00311_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00311_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00311_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00312_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00312_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00312_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00313_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00313_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00313_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00314_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00314_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00314_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00315_valid.t27,valid,ok,rust,0,ok,
fuzz_00315_valid.t27,valid,ok,zig,0,ok,
fuzz_00315_valid.t27,valid,ok,c,0,ok,
fuzz_00316_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 24:1"
fuzz_00316_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 24:1"
fuzz_00316_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 24:1"
fuzz_00317_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00317_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00317_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00318_semi-valid.t27,semi-valid,arity-inflate,rust,0,ok,
fuzz_00318_semi-valid.t27,semi-valid,arity-inflate,zig,0,ok,
fuzz_00318_semi-valid.t27,semi-valid,arity-inflate,c,0,ok,
fuzz_00319_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00319_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00319_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00320_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00320_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00320_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00321_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00321_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00321_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00322_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 29:1"
fuzz_00322_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 29:1"
fuzz_00322_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 29:1"
fuzz_00323_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00323_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00323_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00324_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 30:1"
fuzz_00324_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 30:1"
fuzz_00324_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 30:1"
fuzz_00325_valid.t27,valid,ok,rust,0,ok,
fuzz_00325_valid.t27,valid,ok,zig,0,ok,
fuzz_00325_valid.t27,valid,ok,c,0,ok,
fuzz_00326_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00326_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00326_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00327_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00327_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00327_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00328_valid.t27,valid,ok,rust,0,ok,
fuzz_00328_valid.t27,valid,ok,zig,0,ok,
fuzz_00328_valid.t27,valid,ok,c,0,ok,
fuzz_00329_valid.t27,valid,ok,rust,0,ok,
fuzz_00329_valid.t27,valid,ok,zig,0,ok,
fuzz_00329_valid.t27,valid,ok,c,0,ok,
fuzz_00330_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00330_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00330_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00331_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00331_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00331_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00332_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00332_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00332_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00333_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00333_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00333_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00334_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00334_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00334_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00335_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00335_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00335_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00336_semi-valid.t27,semi-valid,arity-swap/no-op,rust,0,ok,
fuzz_00336_semi-valid.t27,semi-valid,arity-swap/no-op,zig,0,ok,
fuzz_00336_semi-valid.t27,semi-valid,arity-swap/no-op,c,0,ok,
fuzz_00337_valid.t27,valid,ok,rust,0,ok,
fuzz_00337_valid.t27,valid,ok,zig,0,ok,
fuzz_00337_valid.t27,valid,ok,c,0,ok,
fuzz_00338_valid.t27,valid,ok,rust,0,ok,
fuzz_00338_valid.t27,valid,ok,zig,0,ok,
fuzz_00338_valid.t27,valid,ok,c,0,ok,
fuzz_00339_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00339_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00339_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00340_valid.t27,valid,ok,rust,0,ok,
fuzz_00340_valid.t27,valid,ok,zig,0,ok,
fuzz_00340_valid.t27,valid,ok,c,0,ok,
fuzz_00341_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00341_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00341_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00342_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00342_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00342_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00343_semi-valid.t27,semi-valid,arity-inflate,rust,0,ok,
fuzz_00343_semi-valid.t27,semi-valid,arity-inflate,zig,0,ok,
fuzz_00343_semi-valid.t27,semi-valid,arity-inflate,c,0,ok,
fuzz_00344_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00344_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00344_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00345_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00345_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00345_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00346_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00346_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00346_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00347_valid.t27,valid,ok,rust,0,ok,
fuzz_00347_valid.t27,valid,ok,zig,0,ok,
fuzz_00347_valid.t27,valid,ok,c,0,ok,
fuzz_00348_valid.t27,valid,ok,rust,0,ok,
fuzz_00348_valid.t27,valid,ok,zig,0,ok,
fuzz_00348_valid.t27,valid,ok,c,0,ok,
fuzz_00349_valid.t27,valid,ok,rust,0,ok,
fuzz_00349_valid.t27,valid,ok,zig,0,ok,
fuzz_00349_valid.t27,valid,ok,c,0,ok,
fuzz_00350_valid.t27,valid,ok,rust,0,ok,
fuzz_00350_valid.t27,valid,ok,zig,0,ok,
fuzz_00350_valid.t27,valid,ok,c,0,ok,
fuzz_00351_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00351_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00351_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00352_semi-valid.t27,semi-valid,arity-inflate,rust,0,ok,
fuzz_00352_semi-valid.t27,semi-valid,arity-inflate,zig,0,ok,
fuzz_00352_semi-valid.t27,semi-valid,arity-inflate,c,0,ok,
fuzz_00353_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00353_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00353_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00354_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00354_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00354_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00355_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00355_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00355_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00356_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00356_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00356_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00357_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00357_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00357_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00358_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00358_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00358_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00359_semi-valid.t27,semi-valid,arity-swap/no-op,rust,0,ok,
fuzz_00359_semi-valid.t27,semi-valid,arity-swap/no-op,zig,0,ok,
fuzz_00359_semi-valid.t27,semi-valid,arity-swap/no-op,c,0,ok,
fuzz_00360_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00360_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00360_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00361_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00361_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00361_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00362_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00362_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00362_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00363_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00363_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00363_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00364_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00364_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00364_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00365_valid.t27,valid,ok,rust,0,ok,
fuzz_00365_valid.t27,valid,ok,zig,0,ok,
fuzz_00365_valid.t27,valid,ok,c,0,ok,
fuzz_00366_valid.t27,valid,ok,rust,0,ok,
fuzz_00366_valid.t27,valid,ok,zig,0,ok,
fuzz_00366_valid.t27,valid,ok,c,0,ok,
fuzz_00367_valid.t27,valid,ok,rust,0,ok,
fuzz_00367_valid.t27,valid,ok,zig,0,ok,
fuzz_00367_valid.t27,valid,ok,c,0,ok,
fuzz_00368_semi-valid.t27,semi-valid,arity-swap/no-op,rust,0,ok,
fuzz_00368_semi-valid.t27,semi-valid,arity-swap/no-op,zig,0,ok,
fuzz_00368_semi-valid.t27,semi-valid,arity-swap/no-op,c,0,ok,
fuzz_00369_valid.t27,valid,ok,rust,0,ok,
fuzz_00369_valid.t27,valid,ok,zig,0,ok,
fuzz_00369_valid.t27,valid,ok,c,0,ok,
fuzz_00370_valid.t27,valid,ok,rust,0,ok,
fuzz_00370_valid.t27,valid,ok,zig,0,ok,
fuzz_00370_valid.t27,valid,ok,c,0,ok,
fuzz_00371_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00371_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00371_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00372_valid.t27,valid,ok,rust,0,ok,
fuzz_00372_valid.t27,valid,ok,zig,0,ok,
fuzz_00372_valid.t27,valid,ok,c,0,ok,
fuzz_00373_valid.t27,valid,ok,rust,0,ok,
fuzz_00373_valid.t27,valid,ok,zig,0,ok,
fuzz_00373_valid.t27,valid,ok,c,0,ok,
fuzz_00374_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00374_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00374_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00375_valid.t27,valid,ok,rust,0,ok,
fuzz_00375_valid.t27,valid,ok,zig,0,ok,
fuzz_00375_valid.t27,valid,ok,c,0,ok,
fuzz_00376_valid.t27,valid,ok,rust,0,ok,
fuzz_00376_valid.t27,valid,ok,zig,0,ok,
fuzz_00376_valid.t27,valid,ok,c,0,ok,
fuzz_00377_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00377_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00377_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00378_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00378_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00378_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00379_valid.t27,valid,ok,rust,0,ok,
fuzz_00379_valid.t27,valid,ok,zig,0,ok,
fuzz_00379_valid.t27,valid,ok,c,0,ok,
fuzz_00380_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00380_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00380_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00381_valid.t27,valid,ok,rust,0,ok,
fuzz_00381_valid.t27,valid,ok,zig,0,ok,
fuzz_00381_valid.t27,valid,ok,c,0,ok,
fuzz_00382_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00382_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00382_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00383_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00383_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
